indices,times,engine,encoded_indices
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.11787796020507812, 0.0019943714141845703, 0.002001047134399414, 0.002963542938232422, 0.10145831108093262, 0.0069963932037353516, 0.0020074844360351562, 0.004986763000488281, 0.011608600616455078, 0.019062280654907227]",MyISAM,I13+I19+I15+I17+I14+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.11907696723937988, 0.0019974708557128906, 0.001569509506225586, 0.0021369457244873047, 0.10005617141723633, 0.0076863765716552734, 0.002007007598876953, 0.006041765213012695, 0.010053634643554688, 0.01905035972595215]",MyISAM,I13+I19+I15+I12+I14+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.05376148223876953, 0.0020716190338134766, 0.0020017623901367188, 0.005055427551269531, 0.046913862228393555, 0.00601959228515625, 0.0020036697387695312, 0.00486302375793457, 0.010002851486206055, 0.01991868019104004]",MyISAM,I13+I19+I18+I16+I17+I12+I14
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.051727294921875, 0.0020008087158203125, 0.0019767284393310547, 0.0019779205322265625, 0.045970916748046875, 0.007199525833129883, 0.0019989013671875, 0.004990100860595703, 0.011014938354492188, 0.023711442947387695]",MyISAM,I13+I19+I18+I16+I17+I12+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.05329442024230957, 0.002000570297241211, 0.0015714168548583984, 0.0059587955474853516, 0.04659914970397949, 0.008014440536499023, 0.0010650157928466797, 0.005998373031616211, 0.010017156600952148, 0.02016925811767578]",MyISAM,I13+I19+I18+I16+I17+I12+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.053015708923339844, 0.001993417739868164, 0.002997875213623047, 0.0022513866424560547, 0.044881343841552734, 0.007055759429931641, 0.001995563507080078, 0.005927562713623047, 0.011001348495483398, 0.02086663246154785]",MyISAM,I13+I19+I18+I16+I17+I14+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.058947086334228516, 0.0019617080688476562, 0.0029997825622558594, 0.0060040950775146484, 0.04724574089050293, 0.00699615478515625, 0.002001047134399414, 0.0050373077392578125, 0.010037660598754883, 0.018996477127075195]",MyISAM,I13+I19+I18+I16+I17+I14+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.05590343475341797, 0.0019991397857666016, 0.0020329952239990234, 0.0029973983764648438, 0.04711174964904785, 0.008004903793334961, 0.0010051727294921875, 0.004041910171508789, 0.01006174087524414, 0.018996000289916992]",MyISAM,I13+I19+I18+I16+I17+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.0542302131652832, 0.002033710479736328, 0.0020542144775390625, 0.0020036697387695312, 0.04640960693359375, 0.007002115249633789, 0.0020036697387695312, 0.005020618438720703, 0.010015249252319336, 0.02011394500732422]",MyISAM,I13+I19+I18+I16+I12+I14+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.057862043380737305, 0.0010025501251220703, 0.0020008087158203125, 0.005029916763305664, 0.04565119743347168, 0.007009744644165039, 0.001009225845336914, 0.0060024261474609375, 0.010617256164550781, 0.018891572952270508]",MyISAM,I13+I19+I18+I16+I12+I14+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.05162167549133301, 0.0009987354278564453, 0.0010669231414794922, 0.003000020980834961, 0.04367518424987793, 0.007544755935668945, 0.0019960403442382812, 0.005594015121459961, 0.010006904602050781, 0.01802849769592285]",MyISAM,I13+I19+I18+I16+I12+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.05358123779296875, 0.0009984970092773438, 0.0029697418212890625, 0.0020248889923095703, 0.0463404655456543, 0.006685018539428711, 0.0010242462158203125, 0.005400419235229492, 0.014182329177856445, 0.024091005325317383]",MyISAM,I13+I19+I18+I16+I14+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.05208897590637207, 0.001001119613647461, 0.0019989013671875, 0.002957582473754883, 0.04683637619018555, 0.007862567901611328, 0.0019998550415039062, 0.005025148391723633, 0.010535001754760742, 0.020058870315551758]",MyISAM,I13+I19+I18+I17+I12+I14+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.05292987823486328, 0.0020003318786621094, 0.0019807815551757812, 0.005086421966552734, 0.048740386962890625, 0.007998466491699219, 0.0019989013671875, 0.005038022994995117, 0.011018514633178711, 0.019468307495117188]",MyISAM,I13+I19+I18+I17+I12+I14+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.05568885803222656, 0.0019981861114501953, 0.0010094642639160156, 0.0020012855529785156, 0.044130563735961914, 0.008043527603149414, 0.0020334720611572266, 0.005028247833251953, 0.012012243270874023, 0.018074512481689453]",MyISAM,I13+I19+I18+I17+I12+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.053260087966918945, 0.0019960403442382812, 0.003000020980834961, 0.001997709274291992, 0.04288601875305176, 0.007037639617919922, 0.0019974708557128906, 0.006037712097167969, 0.011049032211303711, 0.019515275955200195]",MyISAM,I13+I19+I18+I17+I14+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.05712294578552246, 0.0010025501251220703, 0.003000497817993164, 0.0019989013671875, 0.04362297058105469, 0.0075206756591796875, 0.0019969940185546875, 0.005152702331542969, 0.009997844696044922, 0.02154397964477539]",MyISAM,I13+I19+I18+I12+I14+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.11695289611816406, 0.001951456069946289, 0.0026056766510009766, 0.0019969940185546875, 0.09967279434204102, 0.007715940475463867, 0.0009722709655761719, 0.004976034164428711, 0.011534929275512695, 0.0196990966796875]",MyISAM,I13+I19+I16+I17+I12+I14+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.11513328552246094, 0.002012491226196289, 0.0010006427764892578, 0.005964756011962891, 0.09871530532836914, 0.0070307254791259766, 0.0010046958923339844, 0.0060024261474609375, 0.010011672973632812, 0.019165754318237305]",MyISAM,I13+I19+I16+I17+I12+I14+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.11313009262084961, 0.0020084381103515625, 0.0020029544830322266, 0.0019989013671875, 0.1017308235168457, 0.006016731262207031, 0.0010476112365722656, 0.005789756774902344, 0.009998798370361328, 0.027547121047973633]",MyISAM,I13+I19+I16+I17+I12+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.11814284324645996, 0.0019958019256591797, 0.0029969215393066406, 0.00202178955078125, 0.10579657554626465, 0.007998943328857422, 0.002000093460083008, 0.005018472671508789, 0.010028362274169922, 0.020161867141723633]",MyISAM,I13+I19+I16+I17+I14+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.11667871475219727, 0.0009987354278564453, 0.0010330677032470703, 0.0020008087158203125, 0.09770989418029785, 0.0070002079010009766, 0.0009753704071044922, 0.004999876022338867, 0.010417938232421875, 0.019029617309570312]",MyISAM,I13+I19+I16+I12+I14+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.11939620971679688, 0.0019989013671875, 0.001146078109741211, 0.002461671829223633, 0.10018062591552734, 0.007044315338134766, 0.002001523971557617, 0.005019664764404297, 0.010983467102050781, 0.02007150650024414]",MyISAM,I13+I19+I17+I12+I14+I20+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.0491788387298584, 0.0019965171813964844, 0.0019490718841552734, 0.005999088287353516, 0.04450631141662598, 0.0070037841796875, 0.001998424530029297, 0.006002664566040039, 0.00956273078918457, 0.019536972045898438]",MyISAM,I13+I15+I18+I16+I17+I12+I14
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.05219769477844238, 0.0020003318786621094, 0.0021805763244628906, 0.002020597457885742, 0.0450739860534668, 0.007000446319580078, 0.0019752979278564453, 0.0050165653228759766, 0.011982440948486328, 0.02744293212890625]",MyISAM,I13+I15+I18+I16+I17+I12+I20
